file_path,entropy,file_size,num_sections,suspicious_imports,VirtualSize,SizeOfImage,SizeOfHeaders,Relocations,Imports,BaseOfCode,DllCharacteristics,AddressOfEntryPoint,SizeOfInitializedData,SizeOfUninitializedData,packer_type
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Hash.exe,7.27,20480,2,3,77824,81920,1024,0,4,4096,0,4096,42496,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_HashCalc.exe,7.95,143360,2,3,536576,540672,1024,0,16,4096,0,73304,110592,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Hasher.exe,7.93,230912,2,3,696320,700416,1024,0,13,4096,0,4096,124416,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_hex2dec.exe,7.87,72864,3,3,164352,172032,1024,2,4,4096,33088,18351,66048,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_HWMonitorPro_x32.exe,7.77,661984,2,3,2187264,2191360,1024,0,17,4096,32768,4096,832512,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_InstalledPackagesView.exe,7.69,61648,2,3,114688,118784,1024,0,4,4096,0,4096,35840,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_junction.exe,7.92,93856,2,3,225280,229376,1024,0,4,4096,33024,25772,69632,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_LastActivityView.exe,7.8,75984,2,3,204800,208896,1024,0,14,4096,0,4096,48640,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_ldmdump.exe,7.89,40760,2,3,151552,155648,1024,0,4,4096,0,12324,122880,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Listdlls.exe,7.96,175776,3,3,434688,442368,1024,2,12,4096,33088,38502,302592,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_LoadOrd.exe,7.82,70816,3,3,176640,184320,1024,2,4,4096,33088,19988,95744,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_LoadOrdC.exe,7.87,81056,3,3,209408,217088,1024,2,4,4096,33088,19938,99840,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_logonsessions.exe,7.92,105656,3,3,233984,241664,1024,2,11,4096,33088,24411,135680,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_md5summer.exe,7.92,363520,2,3,962560,966656,1024,0,13,4096,0,4096,259584,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_movefile.exe,7.86,68256,3,3,147968,155648,1024,2,4,4096,33088,16203,65024,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_notmyfault.exe,7.65,152232,3,3,320000,327680,1024,2,4,4096,33088,20261,161792,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_notmyfaultc.exe,7.66,154288,3,3,328192,335872,1024,2,4,4096,33088,22544,161280,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_ntfsinfo.exe,7.87,68264,2,3,147456,151552,1024,0,4,4096,33024,18095,62464,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_OpenedFilesView.exe,7.8,69328,2,3,126976,131072,1024,0,4,4096,0,4096,50176,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PAGEANT_32.EXE,7.9,135224,3,3,303616,311296,512,2,4,86016,35136,4096,77312,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pagedfrg.exe,7.86,64376,2,3,360448,364544,1024,0,4,4096,0,15696,315392,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pendmoves.exe,7.85,69288,3,3,152064,159744,1024,2,4,4096,33088,17490,65536,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PEview.exe,7.57,34816,2,3,94208,98304,512,0,4,4096,0,4096,33280,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PEViewer.exe,7.98,451584,2,3,1589248,1593344,1024,0,14,4096,0,5380,90112,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pipelist.exe,7.92,92328,2,3,221184,225280,1024,0,4,4096,33024,21771,66560,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PLINK_32.EXE,7.97,246872,3,3,569856,577536,512,2,4,143360,35136,4096,143360,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_portmon.exe,7.94,149824,2,3,905216,909312,1024,0,4,4096,32768,80654,244224,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_procdump.exe,7.98,237216,3,3,664064,671744,1024,2,4,4096,33088,94695,481280,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PSCP_32.EXE,7.96,250936,3,3,582144,589824,512,2,4,143360,35136,4096,143360,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PsExec.exe,7.94,120472,3,3,516608,524288,1024,2,4,4096,33088,40422,400896,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_psfile.exe,7.89,73376,2,3,155648,159744,1024,0,4,4096,33024,21664,66048,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PSFTP_32.EXE,7.97,255048,3,3,594432,602112,512,2,4,151552,35136,4096,150528,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PsGetsid.exe,7.92,106640,3,3,307712,315392,1024,2,4,4096,33088,32459,195584,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PsInfo.exe,7.94,110744,2,3,352256,356352,1024,0,13,4096,33024,41167,231936,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pskill.exe,7.93,101024,2,3,294912,299008,1024,0,4,4096,33024,30270,189952,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pslist.exe,7.9,84640,2,3,188416,192512,1024,0,4,4096,33024,39870,73728,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PsLoggedon.exe,7.88,74416,2,3,163840,167936,1024,0,4,4096,33024,22822,64512,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_psloglist.exe,7.93,80760,2,3,196608,200704,1024,0,4,4096,32768,39253,36352,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pspasswd.exe,7.88,73888,2,3,163840,167936,1024,0,4,4096,33024,23523,71168,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_psping.exe,7.93,107680,3,3,270848,278528,1024,2,12,4096,33088,71116,106496,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PsService.exe,7.91,83624,2,3,200704,204800,1024,0,4,4096,33024,32594,81920,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_psshutdown.exe,7.92,71984,2,3,212992,217088,1024,0,4,4096,0,26495,126976,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_pssuspend.exe,7.92,103592,3,3,299520,307200,1024,2,4,4096,33088,29950,195584,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PUTTYGEN_32.EXE,7.94,176192,3,3,381440,389120,512,2,4,106496,35136,4096,100864,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_puttytel_32.exe,7.95,226864,3,3,549376,557056,512,2,4,143360,35136,4096,142336,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_PUTTY_32.EXE,7.97,337976,3,3,807424,815104,512,2,4,196608,35136,4096,204800,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_RAMMap.exe,7.96,257160,3,3,655872,663552,1024,2,13,4096,33088,109375,462336,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_RegDelNull.exe,7.87,72880,3,3,160256,167936,1024,2,4,4096,33088,21542,69120,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_RegDllView.exe,7.73,46688,2,3,94208,98304,1024,0,4,4096,0,4096,26112,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_regjump.exe,7.84,63136,2,3,126976,131072,1024,0,4,4096,33024,16982,53760,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Regshot-x86-Unicode.exe,7.29,70656,3,3,172544,180224,1024,3,4,4096,33088,36458,64000,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_rm.exe,7.9,31744,2,3,65536,69632,1024,0,4,4096,0,4096,12288,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_ru.exe,7.88,70280,2,3,151552,155648,1024,0,4,4096,33024,22284,65024,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_sdelete.exe,7.87,76424,3,3,168448,176128,1024,2,4,4096,33088,27039,72192,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_ShareEnum.exe,7.87,86896,2,3,266240,270336,1024,0,14,4096,0,36883,163840,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_ShellRunas.exe,7.78,52776,2,3,102400,106496,1024,0,4,4096,0,15264,45056,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_shexview.exe,7.76,53856,2,3,114688,118784,1024,0,4,4096,0,4096,35328,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_shmnview.exe,7.66,49360,2,3,86016,90112,1024,0,4,4096,0,4096,32768,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_sigcheck.exe,7.95,149768,3,3,389632,397312,1024,2,17,4096,33088,112587,158720,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Snap2HTML.exe,7.78,132057,2,3,90112,94208,1024,0,7,4096,32768,7513,2048,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_streams.exe,7.87,67744,2,3,143360,147456,1024,0,4,4096,33024,18966,62464,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_strings.exe,7.86,72352,3,3,160256,167936,1024,2,4,4096,33088,22694,66560,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_sync.exe,7.85,69784,3,3,156160,163840,1024,2,4,4096,33088,18942,66048,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_sysexp.exe,7.68,48848,2,3,86016,90112,1024,0,14,4096,0,4096,23552,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_System Restore Manager.exe,5.31,438944,2,3,565248,569344,1024,0,7,4096,32768,4096,2048,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_TaskSchedulerView.exe,7.69,65232,2,3,126976,131072,1024,0,14,4096,0,4096,39936,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Tcpvcon.exe,7.9,93048,2,3,217088,221184,1024,0,15,4096,32768,36820,59392,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Tcpview.exe,7.93,133408,2,3,323584,327680,1024,0,16,4096,32768,84440,55296,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Testlimit.exe,7.92,99488,3,3,242176,249856,1024,2,4,4096,33088,22046,75776,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_TurnedOnTimesView.exe,7.75,71376,2,3,139264,143360,1024,0,4,4096,0,4096,52736,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_USBDeview.exe,7.78,70352,2,3,143360,147456,1024,0,4,4096,0,4096,40960,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_vbc.exe,7.98,452232,3,3,1188352,1196032,1024,2,12,4096,33088,4096,222208,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_Volumeid.exe,7.92,99496,3,3,242176,249856,1024,2,4,4096,33088,24400,74240,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_WhatIsHang.exe,7.55,53856,2,3,106496,110592,1024,0,4,4096,0,4096,31232,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_whois.exe,7.86,75400,3,3,168448,176128,1024,2,4,4096,33088,21814,66048,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_WinAudit.exe,7.93,809472,2,3,3215360,3219456,1024,0,15,4096,32768,4096,1852416,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_WinCrashReport.exe,7.85,113360,2,3,233472,237568,1024,0,13,4096,0,4096,51712,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_WinLogOnView.exe,7.74,62672,2,3,118784,122880,1024,0,4,4096,0,4096,35328,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_wscc.exe,7.99,1450264,2,3,5976064,5980160,1024,0,18,4096,0,4096,1196032,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PECompact\pecompact_ZoomIt.exe,7.96,241344,3,3,627200,634880,1024,2,4,4096,33088,50212,403968,0,17
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_7z.exe,7.82,47032,3,2,100391,106496,1024,0,11,4096,0,98571,28672,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_7za.exe,7.99,220624,3,2,518081,524288,1024,0,9,4096,0,516363,103936,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_7zFM.exe,7.31,136872,3,2,252205,258048,1024,0,16,4096,0,250123,82432,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_7zFMn.exe,7.27,132264,3,2,239917,245760,1024,0,16,4096,0,237835,80384,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_AccessEnum.exe,7.42,56968,3,2,174432,180224,1024,0,17,4096,0,172299,139264,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_adrestore.exe,6.11,135168,3,2,153758,159744,1024,0,14,4096,0,151819,122880,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Ahk2Exe.exe,7.94,357848,3,2,923866,929792,512,0,7,4096,0,921867,211456,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_AkelAdmin.exe,6.31,20896,3,2,30613,36864,1024,0,8,4096,1024,28939,15872,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_al.exe,6.23,180326,6,2,198673,204800,1024,1,11,4096,33088,196875,29696,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_AppAudioConfig.exe,7.14,63488,3,2,104650,110592,1024,0,14,4096,0,102667,36352,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_AppCompatibilityView.exe,6.89,64000,3,2,100552,106496,1024,0,14,4096,0,98571,38912,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Arc.exe,7.98,1264700,5,2,4127010,4132864,1024,0,15,4096,0,4124939,3821568,285184,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ATPad.exe,6.89,193116,3,2,383430,389120,1024,0,18,4096,0,381195,221696,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Audio32.exe,8,1395232,6,2,5023784,5029888,1024,0,10,4096,0,5021963,3199488,1800704,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_balenaEtcher-Portable-1.5.53.exe,3.66,401072,4,2,1472612,1478656,1024,0,12,4096,34112,1470731,473088,16384,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_BlueScreenView.exe,7.14,70820,3,2,121084,126976,1024,0,15,4096,0,119051,45568,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_calc.exe,7.69,555248,4,3,784112,790528,1024,2,23,4096,33088,152788,405232,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Clavier.exe,5.5,142336,4,2,178539,184320,1024,1,16,4096,34112,176395,125440,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_cmd.exe,7.22,114176,4,3,307712,315392,1024,2,12,4096,33088,82084,34816,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ColorManiaPortable.exe,7.54,1087488,9,2,2669623,2674688,1024,2,29,4096,0,2666763,594944,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_CPUMon.exe,7.57,509440,8,2,1034969,1040384,1024,2,23,4096,0,1032459,198656,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_cspy342.exe,7.17,34760,4,2,288868,294912,1024,0,12,4096,34112,286987,118784,1024,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_CSVBuddy-2_1_6-32-bit.exe,7.43,609792,3,2,1075622,1081344,1024,0,18,4096,0,1073419,392704,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ctrl2cap.exe,6.01,136192,3,2,149482,155648,1024,0,10,4096,0,147723,122880,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_DarkNamer.exe,6.88,44560,3,2,84016,90112,1024,0,11,4096,0,82187,32768,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_dat2file.exe,7.71,24096,5,2,63425,69632,1024,0,8,4096,0,61707,32256,3072,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_DatabaseBrowserPortable_5.3.2.8_English.paf.exe,7.58,132552,4,2,1980516,1986560,1024,0,12,4096,34112,1978635,428544,16384,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_diagtrackrunner.exe,5.24,68504,5,2,79950,86016,1024,1,11,4096,49472,78091,41984,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Dimensions2Folders.exe,6.23,988672,3,2,1456530,1462272,1024,0,18,4096,0,1454347,777728,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_DirCmp.exe,6.43,4242387,10,2,4639529,4644864,1536,2,20,4096,0,4636939,286720,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Diskmon.exe,6.64,180904,4,2,243944,249856,1024,0,15,4096,0,241931,159744,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_docfetcher-daemon-windows.exe,7.96,120529,4,2,354316,360448,1024,0,10,4096,0,352523,315904,24576,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_DontSleep.exe,7.38,179416,4,2,342297,348160,1024,0,16,4096,0,340235,184320,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_DriverView.exe,7.26,46872,3,2,80126,86016,1024,0,15,4096,0,78091,22016,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_DriveZ.exe,7.26,23636,3,2,51067,57344,1024,0,8,4096,0,49419,12288,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_dvd+rw-format.exe,7.82,32105,4,2,79842,86016,1024,0,9,4096,0,78091,15872,3072,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_dvd+rw-mediainfo.exe,7.67,22220,4,2,55250,61440,1024,0,9,4096,0,53515,16384,512,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Eclipse.exe,7.96,436224,3,2,907686,913408,1024,0,18,4096,0,905483,218112,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_EFClock.exe,7.16,324812,4,2,485227,491520,1024,0,8,4096,0,483595,286720,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_efsdump.exe,6.04,132096,3,2,149486,155648,1024,0,10,4096,0,147723,122880,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ESEDatabaseView.exe,7.19,72192,3,2,121073,126976,1024,0,15,4096,0,119051,36352,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_EventLogChannelsView.exe,7.03,75776,3,2,116883,122880,1024,0,13,4096,0,114955,44032,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Everything.exe,7.93,672768,3,2,1673585,1679360,1024,0,17,4096,0,1671435,321536,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_exiftool.exe,7.99,891376,6,2,2086937,2093056,1024,0,10,4096,0,2085131,2024960,34304,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_FastHash_kr.exe,7.6,233716,3,3,492276,499712,1024,0,18,4096,0,182374,54004,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ffmpeg.exe,8,2412849,3,2,9676785,9682944,1024,0,10,7229440,0,9675019,4096,7225344,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_FileTypesMan.exe,7.01,75776,3,2,125167,131072,1024,0,15,4096,0,123147,43008,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_FoldersPopup-5_2_1-32-bit.exe,7.14,884224,3,2,1354150,1359872,1024,0,18,4096,0,1351947,666112,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_FolderTimeUpdate.exe,7.01,68096,3,2,104647,110592,1024,0,14,4096,0,102667,40960,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_foobar2000_v1.3.17.exe,7.47,107240,4,2,444514,450560,1024,0,12,4096,34112,442635,141824,2048,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Fotowall 1.0 Win32.exe,6.75,18188920,7,2,22579954,22585344,1024,0,23,4096,0,22577419,22489088,62976,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_FSResizer.exe,7.83,1763328,8,2,3743025,3747840,1024,2,34,4096,0,3739915,684544,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ftp.exe,7.58,22560,4,3,70176,77824,1024,2,13,4096,33088,22430,2592,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_FullEventLogView.exe,7.18,80384,3,2,129230,135168,1024,0,14,4096,0,127243,43520,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_GifCam.exe,7.89,683520,9,2,3525666,3530752,1024,2,29,4096,0,3522827,251392,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_gsd.exe,6.32,41984,4,2,67410,73728,1024,0,7,4096,0,65803,28672,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_gzip.exe,7.66,42748,5,2,415649,421888,1024,0,8,4096,0,413963,14848,332800,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Hash.exe,7.37,25664,3,2,75967,81920,1024,0,13,4096,0,73995,42496,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_HashCalc.exe,7.8,197456,3,2,534915,540672,1024,0,18,4096,0,532747,110592,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Hasher.exe,7.77,334336,8,2,686803,692224,1024,2,23,4096,0,684299,124416,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_HDDScan.exe,6.72,6776320,11,2,7183508,7188480,1024,2,31,4096,0,7180555,2393600,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Homedale.exe,6.51,1488496,3,2,1849683,1855488,1024,0,17,4096,0,1847563,1409024,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_HotkeyP.exe,7.6,141232,3,2,297256,303104,1024,0,16,4096,0,295179,114688,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_iecleanup.exe,6.41,69688,5,2,96373,102400,1024,1,13,4096,33088,94475,24576,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_IMHB.exe,7.46,1296384,8,2,3087801,3092480,1024,0,36,4096,32768,3084555,481280,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_InstalledPackagesView.exe,7.2,64512,3,2,104648,110592,1024,0,14,4096,0,102667,35840,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Kalender.exe,7.33,432032,3,2,1026337,1032192,1024,0,16,4096,0,1024267,278528,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_LastActivityView.exe,7.29,83968,4,2,194839,200704,1024,0,16,4096,0,192779,48640,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_ldmdump.exe,6.08,138240,3,2,153582,159744,1024,0,10,4096,0,151819,122880,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_LoadOrd.exe,7.8,59496,4,3,168552,176128,1024,2,14,4096,33088,58271,3688,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_LoadOrdC.exe,7.86,71228,4,3,201276,208896,1024,2,13,4096,33088,70120,3644,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_logonsessions.exe,7.39,131268,4,3,225988,233472,1024,2,15,4096,33088,69146,64708,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_m2cdm.exe,7.71,27168,5,2,112624,118784,1024,0,9,4096,0,110859,45056,41472,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_MailView.exe,7.99,1216804,8,2,3136951,3141632,1024,0,36,4096,32768,3133707,319488,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_md5summer.exe,7.75,526848,8,2,932622,937984,1024,2,24,4096,0,930059,259584,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_MDBPlus.exe,6.8,3936256,8,2,5544929,5550080,1024,2,28,4096,0,5542155,3056128,0,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_miranda-im-v0.10.80-unicode.exe,5.9,59744,4,2,444516,450560,1024,0,12,4096,34112,442635,186368,2048,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_Mode2CDMaker.exe,7.71,26656,5,2,112624,118784,1024,0,9,4096,0,110859,45056,41472,18
C:\Users\Public\MLMAL\dataset-packed-pe\packed\PEtite\petite_MousersMediaBrowser.exe,6.67,6790065,9,2,8334117,8339456,1536,2,25,4096,0,8331531,1732608,0,18
